center,left,right,steering,throttle,brake,speed
IMG\center_2019_02_03_01_08_26_587.jpg,IMG\left_2019_02_03_01_08_26_587.jpg,IMG\right_2019_02_03_01_08_26_587.jpg,0.0,1.0,0.0,30.19047
IMG\center_2019_02_03_01_08_26_701.jpg,IMG\left_2019_02_03_01_08_26_701.jpg,IMG\right_2019_02_03_01_08_26_701.jpg,0.0,1.0,0.0,30.19061
IMG\center_2019_02_03_01_08_26_815.jpg,IMG\left_2019_02_03_01_08_26_815.jpg,IMG\right_2019_02_03_01_08_26_815.jpg,0.0,1.0,0.0,30.19065
IMG\center_2019_02_03_01_08_26_934.jpg,IMG\left_2019_02_03_01_08_26_934.jpg,IMG\right_2019_02_03_01_08_26_934.jpg,0.0,1.0,0.0,30.19065
IMG\center_2019_02_03_01_08_27_047.jpg,IMG\left_2019_02_03_01_08_27_047.jpg,IMG\right_2019_02_03_01_08_27_047.jpg,0.0,1.0,0.0,30.19063
IMG\center_2019_02_03_01_08_27_161.jpg,IMG\left_2019_02_03_01_08_27_161.jpg,IMG\right_2019_02_03_01_08_27_161.jpg,-0.14788110000000002,1.0,0.0,30.18228
IMG\center_2019_02_03_01_08_27_279.jpg,IMG\left_2019_02_03_01_08_27_279.jpg,IMG\right_2019_02_03_01_08_27_279.jpg,-0.26567490000000005,1.0,0.0,30.18398
IMG\center_2019_02_03_01_08_27_398.jpg,IMG\left_2019_02_03_01_08_27_398.jpg,IMG\right_2019_02_03_01_08_27_398.jpg,0.0,1.0,0.0,30.18768
IMG\center_2019_02_03_01_08_27_513.jpg,IMG\left_2019_02_03_01_08_27_513.jpg,IMG\right_2019_02_03_01_08_27_513.jpg,0.0,1.0,0.0,30.19009
IMG\center_2019_02_03_01_08_27_630.jpg,IMG\left_2019_02_03_01_08_27_630.jpg,IMG\right_2019_02_03_01_08_27_630.jpg,0.0,1.0,0.0,30.19031
IMG\center_2019_02_03_01_08_27_745.jpg,IMG\left_2019_02_03_01_08_27_745.jpg,IMG\right_2019_02_03_01_08_27_745.jpg,0.0,1.0,0.0,30.1903
IMG\center_2019_02_03_01_08_27_858.jpg,IMG\left_2019_02_03_01_08_27_858.jpg,IMG\right_2019_02_03_01_08_27_858.jpg,-0.1896102,1.0,0.0,30.17843
IMG\center_2019_02_03_01_08_27_970.jpg,IMG\left_2019_02_03_01_08_27_970.jpg,IMG\right_2019_02_03_01_08_27_970.jpg,-0.09300197,1.0,0.0,30.19085
IMG\center_2019_02_03_01_08_28_086.jpg,IMG\left_2019_02_03_01_08_28_086.jpg,IMG\right_2019_02_03_01_08_28_086.jpg,0.0,1.0,0.0,30.18993
IMG\center_2019_02_03_01_08_28_204.jpg,IMG\left_2019_02_03_01_08_28_204.jpg,IMG\right_2019_02_03_01_08_28_204.jpg,0.0,1.0,0.0,30.19026
IMG\center_2019_02_03_01_08_28_316.jpg,IMG\left_2019_02_03_01_08_28_316.jpg,IMG\right_2019_02_03_01_08_28_316.jpg,0.0,1.0,0.0,30.19086
IMG\center_2019_02_03_01_08_28_428.jpg,IMG\left_2019_02_03_01_08_28_428.jpg,IMG\right_2019_02_03_01_08_28_428.jpg,-0.1073866,1.0,0.0,30.1866
IMG\center_2019_02_03_01_08_28_542.jpg,IMG\left_2019_02_03_01_08_28_542.jpg,IMG\right_2019_02_03_01_08_28_542.jpg,-0.4476759,0.8527779000000001,0.0,30.09518
IMG\center_2019_02_03_01_08_28_657.jpg,IMG\left_2019_02_03_01_08_28_657.jpg,IMG\right_2019_02_03_01_08_28_657.jpg,-0.2894183,0.508601,0.0,30.05341
IMG\center_2019_02_03_01_08_28_762.jpg,IMG\left_2019_02_03_01_08_28_762.jpg,IMG\right_2019_02_03_01_08_28_762.jpg,0.0,0.1911063,0.0,29.97328
IMG\center_2019_02_03_01_08_28_884.jpg,IMG\left_2019_02_03_01_08_28_884.jpg,IMG\right_2019_02_03_01_08_28_884.jpg,0.0,0.0,0.0,29.69302
IMG\center_2019_02_03_01_08_28_985.jpg,IMG\left_2019_02_03_01_08_28_985.jpg,IMG\right_2019_02_03_01_08_28_985.jpg,0.0,0.3011848,0.0,29.53767
IMG\center_2019_02_03_01_08_29_115.jpg,IMG\left_2019_02_03_01_08_29_115.jpg,IMG\right_2019_02_03_01_08_29_115.jpg,0.0,0.6944882,0.0,29.98086
IMG\center_2019_02_03_01_08_29_231.jpg,IMG\left_2019_02_03_01_08_29_231.jpg,IMG\right_2019_02_03_01_08_29_231.jpg,0.0,1.0,0.0,30.1936
IMG\center_2019_02_03_01_08_29_338.jpg,IMG\left_2019_02_03_01_08_29_338.jpg,IMG\right_2019_02_03_01_08_29_338.jpg,0.0,1.0,0.0,30.19013
IMG\center_2019_02_03_01_08_29_463.jpg,IMG\left_2019_02_03_01_08_29_463.jpg,IMG\right_2019_02_03_01_08_29_463.jpg,0.0,1.0,0.0,30.19067
IMG\center_2019_02_03_01_08_29_581.jpg,IMG\left_2019_02_03_01_08_29_581.jpg,IMG\right_2019_02_03_01_08_29_581.jpg,0.0,1.0,0.0,30.19023
IMG\center_2019_02_03_01_08_29_702.jpg,IMG\left_2019_02_03_01_08_29_702.jpg,IMG\right_2019_02_03_01_08_29_702.jpg,0.0,1.0,0.0,30.19022
IMG\center_2019_02_03_01_08_29_812.jpg,IMG\left_2019_02_03_01_08_29_812.jpg,IMG\right_2019_02_03_01_08_29_812.jpg,0.0,1.0,0.0,30.19022
IMG\center_2019_02_03_01_08_29_930.jpg,IMG\left_2019_02_03_01_08_29_930.jpg,IMG\right_2019_02_03_01_08_29_930.jpg,0.0,1.0,0.0,30.19018
IMG\center_2019_02_03_01_08_30_042.jpg,IMG\left_2019_02_03_01_08_30_042.jpg,IMG\right_2019_02_03_01_08_30_042.jpg,0.0,1.0,0.0,30.19025
IMG\center_2019_02_03_01_08_30_153.jpg,IMG\left_2019_02_03_01_08_30_153.jpg,IMG\right_2019_02_03_01_08_30_153.jpg,0.0,1.0,0.0,30.19019
IMG\center_2019_02_03_01_08_30_261.jpg,IMG\left_2019_02_03_01_08_30_261.jpg,IMG\right_2019_02_03_01_08_30_261.jpg,0.0,1.0,0.0,30.190690000000004
IMG\center_2019_02_03_01_08_30_376.jpg,IMG\left_2019_02_03_01_08_30_376.jpg,IMG\right_2019_02_03_01_08_30_376.jpg,0.0,1.0,0.0,30.190490000000004
IMG\center_2019_02_03_01_08_30_487.jpg,IMG\left_2019_02_03_01_08_30_487.jpg,IMG\right_2019_02_03_01_08_30_487.jpg,0.0,1.0,0.0,30.19055
IMG\center_2019_02_03_01_08_30_600.jpg,IMG\left_2019_02_03_01_08_30_600.jpg,IMG\right_2019_02_03_01_08_30_600.jpg,0.0,0.8872595999999999,0.0,30.15408
IMG\center_2019_02_03_01_08_30_722.jpg,IMG\left_2019_02_03_01_08_30_722.jpg,IMG\right_2019_02_03_01_08_30_722.jpg,0.0,0.5218198000000001,0.0,30.0901
IMG\center_2019_02_03_01_08_30_841.jpg,IMG\left_2019_02_03_01_08_30_841.jpg,IMG\right_2019_02_03_01_08_30_841.jpg,0.0,0.1676198,0.0,29.99853
IMG\center_2019_02_03_01_08_30_964.jpg,IMG\left_2019_02_03_01_08_30_964.jpg,IMG\right_2019_02_03_01_08_30_964.jpg,-0.3711309,0.0,0.0,29.62896
IMG\center_2019_02_03_01_08_31_066.jpg,IMG\left_2019_02_03_01_08_31_066.jpg,IMG\right_2019_02_03_01_08_31_066.jpg,-0.35749640000000005,0.0,0.0,29.18464
IMG\center_2019_02_03_01_08_31_168.jpg,IMG\left_2019_02_03_01_08_31_168.jpg,IMG\right_2019_02_03_01_08_31_168.jpg,0.0,0.0,0.0,28.83541
IMG\center_2019_02_03_01_08_31_273.jpg,IMG\left_2019_02_03_01_08_31_273.jpg,IMG\right_2019_02_03_01_08_31_273.jpg,0.0,0.0,0.0,28.53883
IMG\center_2019_02_03_01_08_31_394.jpg,IMG\left_2019_02_03_01_08_31_394.jpg,IMG\right_2019_02_03_01_08_31_394.jpg,0.0,0.0,0.0,28.19438
IMG\center_2019_02_03_01_08_31_512.jpg,IMG\left_2019_02_03_01_08_31_512.jpg,IMG\right_2019_02_03_01_08_31_512.jpg,0.0,0.114251,0.0,27.868170000000006
IMG\center_2019_02_03_01_08_31_613.jpg,IMG\left_2019_02_03_01_08_31_613.jpg,IMG\right_2019_02_03_01_08_31_613.jpg,0.0,0.4040449,0.0,27.89677
IMG\center_2019_02_03_01_08_31_714.jpg,IMG\left_2019_02_03_01_08_31_714.jpg,IMG\right_2019_02_03_01_08_31_714.jpg,-0.01347067,0.705873,0.0,28.315790000000003
IMG\center_2019_02_03_01_08_31_825.jpg,IMG\left_2019_02_03_01_08_31_825.jpg,IMG\right_2019_02_03_01_08_31_825.jpg,-0.359082,0.3602617,0.0,28.64268
IMG\center_2019_02_03_01_08_31_927.jpg,IMG\left_2019_02_03_01_08_31_927.jpg,IMG\right_2019_02_03_01_08_31_927.jpg,-0.5548901999999999,0.05225172,0.0,28.323490000000003
IMG\center_2019_02_03_01_08_32_031.jpg,IMG\left_2019_02_03_01_08_32_031.jpg,IMG\right_2019_02_03_01_08_32_031.jpg,-0.2552826,0.0,0.0,28.0359
IMG\center_2019_02_03_01_08_32_141.jpg,IMG\left_2019_02_03_01_08_32_141.jpg,IMG\right_2019_02_03_01_08_32_141.jpg,0.0,0.0,0.0,27.7475
IMG\center_2019_02_03_01_08_32_241.jpg,IMG\left_2019_02_03_01_08_32_241.jpg,IMG\right_2019_02_03_01_08_32_241.jpg,0.0,0.0,0.0,27.46146
IMG\center_2019_02_03_01_08_32_344.jpg,IMG\left_2019_02_03_01_08_32_344.jpg,IMG\right_2019_02_03_01_08_32_344.jpg,0.0,0.2670437,0.0,27.3517
IMG\center_2019_02_03_01_08_32_450.jpg,IMG\left_2019_02_03_01_08_32_450.jpg,IMG\right_2019_02_03_01_08_32_450.jpg,0.0,0.6227999,0.0,27.67413
IMG\center_2019_02_03_01_08_32_551.jpg,IMG\left_2019_02_03_01_08_32_551.jpg,IMG\right_2019_02_03_01_08_32_551.jpg,0.0,0.9163069,0.0,28.3319
IMG\center_2019_02_03_01_08_32_654.jpg,IMG\left_2019_02_03_01_08_32_654.jpg,IMG\right_2019_02_03_01_08_32_654.jpg,0.0,1.0,0.0,29.2416
IMG\center_2019_02_03_01_08_32_756.jpg,IMG\left_2019_02_03_01_08_32_756.jpg,IMG\right_2019_02_03_01_08_32_756.jpg,0.0,1.0,0.0,30.15604
IMG\center_2019_02_03_01_08_32_857.jpg,IMG\left_2019_02_03_01_08_32_857.jpg,IMG\right_2019_02_03_01_08_32_857.jpg,-0.2788102,1.0,0.0,30.17276
IMG\center_2019_02_03_01_08_32_958.jpg,IMG\left_2019_02_03_01_08_32_958.jpg,IMG\right_2019_02_03_01_08_32_958.jpg,-0.5813194,0.7860951999999999,0.0,30.08525
IMG\center_2019_02_03_01_08_33_058.jpg,IMG\left_2019_02_03_01_08_33_058.jpg,IMG\right_2019_02_03_01_08_33_058.jpg,-0.33258390000000004,0.4879009,0.0,30.06163
IMG\center_2019_02_03_01_08_33_161.jpg,IMG\left_2019_02_03_01_08_33_161.jpg,IMG\right_2019_02_03_01_08_33_161.jpg,-0.01380602,0.169123,0.0,29.994670000000006
IMG\center_2019_02_03_01_08_33_264.jpg,IMG\left_2019_02_03_01_08_33_264.jpg,IMG\right_2019_02_03_01_08_33_264.jpg,0.0,0.0,0.0,29.74912
IMG\center_2019_02_03_01_08_33_369.jpg,IMG\left_2019_02_03_01_08_33_369.jpg,IMG\right_2019_02_03_01_08_33_369.jpg,0.0,0.01357857,0.0,29.38918
IMG\center_2019_02_03_01_08_33_471.jpg,IMG\left_2019_02_03_01_08_33_471.jpg,IMG\right_2019_02_03_01_08_33_471.jpg,0.0,0.3174714,0.0,29.27211
IMG\center_2019_02_03_01_08_33_573.jpg,IMG\left_2019_02_03_01_08_33_573.jpg,IMG\right_2019_02_03_01_08_33_573.jpg,0.0,0.6260886999999999,0.0,29.53271
IMG\center_2019_02_03_01_08_33_690.jpg,IMG\left_2019_02_03_01_08_33_690.jpg,IMG\right_2019_02_03_01_08_33_690.jpg,0.0,0.974753,0.0,30.17276
IMG\center_2019_02_03_01_08_33_793.jpg,IMG\left_2019_02_03_01_08_33_793.jpg,IMG\right_2019_02_03_01_08_33_793.jpg,0.0,1.0,0.0,30.19026
IMG\center_2019_02_03_01_08_33_896.jpg,IMG\left_2019_02_03_01_08_33_896.jpg,IMG\right_2019_02_03_01_08_33_896.jpg,0.0,1.0,0.0,30.19027
IMG\center_2019_02_03_01_08_34_027.jpg,IMG\left_2019_02_03_01_08_34_027.jpg,IMG\right_2019_02_03_01_08_34_027.jpg,0.0,1.0,0.0,30.1903
IMG\center_2019_02_03_01_08_34_155.jpg,IMG\left_2019_02_03_01_08_34_155.jpg,IMG\right_2019_02_03_01_08_34_155.jpg,-0.3824531,1.0,0.0,30.15282
IMG\center_2019_02_03_01_08_34_282.jpg,IMG\left_2019_02_03_01_08_34_282.jpg,IMG\right_2019_02_03_01_08_34_282.jpg,-0.0009837896,1.0,0.0,30.18664
IMG\center_2019_02_03_01_08_34_407.jpg,IMG\left_2019_02_03_01_08_34_407.jpg,IMG\right_2019_02_03_01_08_34_407.jpg,0.0,1.0,0.0,30.19015
IMG\center_2019_02_03_01_08_34_533.jpg,IMG\left_2019_02_03_01_08_34_533.jpg,IMG\right_2019_02_03_01_08_34_533.jpg,0.0,1.0,0.0,30.19031
IMG\center_2019_02_03_01_08_34_656.jpg,IMG\left_2019_02_03_01_08_34_656.jpg,IMG\right_2019_02_03_01_08_34_656.jpg,0.0,1.0,0.0,30.1903
IMG\center_2019_02_03_01_08_34_763.jpg,IMG\left_2019_02_03_01_08_34_763.jpg,IMG\right_2019_02_03_01_08_34_763.jpg,0.0,1.0,0.0,30.190240000000006
IMG\center_2019_02_03_01_08_34_870.jpg,IMG\left_2019_02_03_01_08_34_870.jpg,IMG\right_2019_02_03_01_08_34_870.jpg,-0.13720639999999998,1.0,0.0,30.18513
IMG\center_2019_02_03_01_08_34_986.jpg,IMG\left_2019_02_03_01_08_34_986.jpg,IMG\right_2019_02_03_01_08_34_986.jpg,-0.4814055,1.0,0.0,30.14555
IMG\center_2019_02_03_01_08_35_087.jpg,IMG\left_2019_02_03_01_08_35_087.jpg,IMG\right_2019_02_03_01_08_35_087.jpg,-0.2176823,1.0,0.0,30.19046
IMG\center_2019_02_03_01_08_35_191.jpg,IMG\left_2019_02_03_01_08_35_191.jpg,IMG\right_2019_02_03_01_08_35_191.jpg,0.0,1.0,0.0,30.18917
IMG\center_2019_02_03_01_08_35_292.jpg,IMG\left_2019_02_03_01_08_35_292.jpg,IMG\right_2019_02_03_01_08_35_292.jpg,0.0,1.0,0.0,30.190140000000003
IMG\center_2019_02_03_01_08_35_408.jpg,IMG\left_2019_02_03_01_08_35_408.jpg,IMG\right_2019_02_03_01_08_35_408.jpg,0.0,1.0,0.0,30.19026
IMG\center_2019_02_03_01_08_35_519.jpg,IMG\left_2019_02_03_01_08_35_519.jpg,IMG\right_2019_02_03_01_08_35_519.jpg,0.0,1.0,0.0,30.19038
IMG\center_2019_02_03_01_08_35_636.jpg,IMG\left_2019_02_03_01_08_35_636.jpg,IMG\right_2019_02_03_01_08_35_636.jpg,-0.1142489,1.0,0.0,30.18598
IMG\center_2019_02_03_01_08_35_755.jpg,IMG\left_2019_02_03_01_08_35_755.jpg,IMG\right_2019_02_03_01_08_35_755.jpg,-0.4683473,1.0,0.0,30.14163
IMG\center_2019_02_03_01_08_35_869.jpg,IMG\left_2019_02_03_01_08_35_869.jpg,IMG\right_2019_02_03_01_08_35_869.jpg,-0.5395713000000001,1.0,0.0,30.16804
IMG\center_2019_02_03_01_08_35_984.jpg,IMG\left_2019_02_03_01_08_35_984.jpg,IMG\right_2019_02_03_01_08_35_984.jpg,-0.1945746,0.8093225000000001,0.0,30.13556
IMG\center_2019_02_03_01_08_36_096.jpg,IMG\left_2019_02_03_01_08_36_096.jpg,IMG\right_2019_02_03_01_08_36_096.jpg,0.0,0.4740949,0.0,30.0424
IMG\center_2019_02_03_01_08_36_216.jpg,IMG\left_2019_02_03_01_08_36_216.jpg,IMG\right_2019_02_03_01_08_36_216.jpg,0.0,0.1134335,0.0,29.952070000000006
IMG\center_2019_02_03_01_08_36_332.jpg,IMG\left_2019_02_03_01_08_36_332.jpg,IMG\right_2019_02_03_01_08_36_332.jpg,0.0,0.2224638,0.0,29.73555
IMG\center_2019_02_03_01_08_36_446.jpg,IMG\left_2019_02_03_01_08_36_446.jpg,IMG\right_2019_02_03_01_08_36_446.jpg,0.0,0.5649006,0.0,29.873490000000004
IMG\center_2019_02_03_01_08_36_566.jpg,IMG\left_2019_02_03_01_08_36_566.jpg,IMG\right_2019_02_03_01_08_36_566.jpg,0.0,0.9244185,0.0,30.14388
IMG\center_2019_02_03_01_08_36_688.jpg,IMG\left_2019_02_03_01_08_36_688.jpg,IMG\right_2019_02_03_01_08_36_688.jpg,0.0,1.0,0.0,30.19027
IMG\center_2019_02_03_01_08_36_799.jpg,IMG\left_2019_02_03_01_08_36_799.jpg,IMG\right_2019_02_03_01_08_36_799.jpg,0.0,1.0,0.0,30.18993
IMG\center_2019_02_03_01_08_36_916.jpg,IMG\left_2019_02_03_01_08_36_916.jpg,IMG\right_2019_02_03_01_08_36_916.jpg,0.0,1.0,0.0,30.1903
IMG\center_2019_02_03_01_08_37_031.jpg,IMG\left_2019_02_03_01_08_37_031.jpg,IMG\right_2019_02_03_01_08_37_031.jpg,-0.1087555,1.0,0.0,30.18627
IMG\center_2019_02_03_01_08_37_150.jpg,IMG\left_2019_02_03_01_08_37_150.jpg,IMG\right_2019_02_03_01_08_37_150.jpg,-0.4666041,1.0,0.0,30.1436
IMG\center_2019_02_03_01_08_37_250.jpg,IMG\left_2019_02_03_01_08_37_250.jpg,IMG\right_2019_02_03_01_08_37_250.jpg,-0.16411810000000002,1.0,0.0,30.19228
IMG\center_2019_02_03_01_08_37_355.jpg,IMG\left_2019_02_03_01_08_37_355.jpg,IMG\right_2019_02_03_01_08_37_355.jpg,0.0,1.0,0.0,30.18897
IMG\center_2019_02_03_01_08_37_466.jpg,IMG\left_2019_02_03_01_08_37_466.jpg,IMG\right_2019_02_03_01_08_37_466.jpg,0.0,1.0,0.0,30.19016
IMG\center_2019_02_03_01_08_37_578.jpg,IMG\left_2019_02_03_01_08_37_578.jpg,IMG\right_2019_02_03_01_08_37_578.jpg,0.0,1.0,0.0,30.19033
IMG\center_2019_02_03_01_08_37_701.jpg,IMG\left_2019_02_03_01_08_37_701.jpg,IMG\right_2019_02_03_01_08_37_701.jpg,0.0,1.0,0.0,30.19025
IMG\center_2019_02_03_01_08_37_818.jpg,IMG\left_2019_02_03_01_08_37_818.jpg,IMG\right_2019_02_03_01_08_37_818.jpg,0.0,1.0,0.0,30.19016
IMG\center_2019_02_03_01_08_37_934.jpg,IMG\left_2019_02_03_01_08_37_934.jpg,IMG\right_2019_02_03_01_08_37_934.jpg,0.0,1.0,0.0,30.189940000000004
IMG\center_2019_02_03_01_08_38_050.jpg,IMG\left_2019_02_03_01_08_38_050.jpg,IMG\right_2019_02_03_01_08_38_050.jpg,0.0,1.0,0.0,30.1901
IMG\center_2019_02_03_01_08_38_161.jpg,IMG\left_2019_02_03_01_08_38_161.jpg,IMG\right_2019_02_03_01_08_38_161.jpg,0.0,1.0,0.0,30.19011
IMG\center_2019_02_03_01_08_38_284.jpg,IMG\left_2019_02_03_01_08_38_284.jpg,IMG\right_2019_02_03_01_08_38_284.jpg,0.0,1.0,0.0,30.19085
IMG\center_2019_02_03_01_08_38_395.jpg,IMG\left_2019_02_03_01_08_38_395.jpg,IMG\right_2019_02_03_01_08_38_395.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_38_507.jpg,IMG\left_2019_02_03_01_08_38_507.jpg,IMG\right_2019_02_03_01_08_38_507.jpg,0.0,1.0,0.0,30.19061
IMG\center_2019_02_03_01_08_38_632.jpg,IMG\left_2019_02_03_01_08_38_632.jpg,IMG\right_2019_02_03_01_08_38_632.jpg,0.0,1.0,0.0,30.19036
IMG\center_2019_02_03_01_08_38_750.jpg,IMG\left_2019_02_03_01_08_38_750.jpg,IMG\right_2019_02_03_01_08_38_750.jpg,0.0,1.0,0.0,30.19037
IMG\center_2019_02_03_01_08_38_869.jpg,IMG\left_2019_02_03_01_08_38_869.jpg,IMG\right_2019_02_03_01_08_38_869.jpg,0.0,1.0,0.0,30.19035
IMG\center_2019_02_03_01_08_38_979.jpg,IMG\left_2019_02_03_01_08_38_979.jpg,IMG\right_2019_02_03_01_08_38_979.jpg,0.0,1.0,0.0,30.19035
IMG\center_2019_02_03_01_08_39_101.jpg,IMG\left_2019_02_03_01_08_39_101.jpg,IMG\right_2019_02_03_01_08_39_101.jpg,0.0,1.0,0.0,30.190590000000004
IMG\center_2019_02_03_01_08_39_214.jpg,IMG\left_2019_02_03_01_08_39_214.jpg,IMG\right_2019_02_03_01_08_39_214.jpg,0.0,1.0,0.0,30.18946
IMG\center_2019_02_03_01_08_39_336.jpg,IMG\left_2019_02_03_01_08_39_336.jpg,IMG\right_2019_02_03_01_08_39_336.jpg,0.0,1.0,0.0,30.19097
IMG\center_2019_02_03_01_08_39_448.jpg,IMG\left_2019_02_03_01_08_39_448.jpg,IMG\right_2019_02_03_01_08_39_448.jpg,-0.09790616,1.0,0.0,30.186870000000006
IMG\center_2019_02_03_01_08_39_566.jpg,IMG\left_2019_02_03_01_08_39_566.jpg,IMG\right_2019_02_03_01_08_39_566.jpg,-0.14019479999999998,1.0,0.0,30.18879
IMG\center_2019_02_03_01_08_39_682.jpg,IMG\left_2019_02_03_01_08_39_682.jpg,IMG\right_2019_02_03_01_08_39_682.jpg,0.0,1.0,0.0,30.18983
IMG\center_2019_02_03_01_08_39_799.jpg,IMG\left_2019_02_03_01_08_39_799.jpg,IMG\right_2019_02_03_01_08_39_799.jpg,0.0,1.0,0.0,30.19035
IMG\center_2019_02_03_01_08_39_912.jpg,IMG\left_2019_02_03_01_08_39_912.jpg,IMG\right_2019_02_03_01_08_39_912.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_40_029.jpg,IMG\left_2019_02_03_01_08_40_029.jpg,IMG\right_2019_02_03_01_08_40_029.jpg,0.0,1.0,0.0,30.190240000000006
IMG\center_2019_02_03_01_08_40_151.jpg,IMG\left_2019_02_03_01_08_40_151.jpg,IMG\right_2019_02_03_01_08_40_151.jpg,0.0,1.0,0.0,30.19028
IMG\center_2019_02_03_01_08_40_266.jpg,IMG\left_2019_02_03_01_08_40_266.jpg,IMG\right_2019_02_03_01_08_40_266.jpg,-0.3466882,1.0,0.0,30.1617
IMG\center_2019_02_03_01_08_40_383.jpg,IMG\left_2019_02_03_01_08_40_383.jpg,IMG\right_2019_02_03_01_08_40_383.jpg,0.0,1.0,0.0,30.18753
IMG\center_2019_02_03_01_08_40_499.jpg,IMG\left_2019_02_03_01_08_40_499.jpg,IMG\right_2019_02_03_01_08_40_499.jpg,0.0,1.0,0.0,30.19012
IMG\center_2019_02_03_01_08_40_614.jpg,IMG\left_2019_02_03_01_08_40_614.jpg,IMG\right_2019_02_03_01_08_40_614.jpg,0.0,1.0,0.0,30.19039
IMG\center_2019_02_03_01_08_40_731.jpg,IMG\left_2019_02_03_01_08_40_731.jpg,IMG\right_2019_02_03_01_08_40_731.jpg,0.0,1.0,0.0,30.19032
IMG\center_2019_02_03_01_08_40_846.jpg,IMG\left_2019_02_03_01_08_40_846.jpg,IMG\right_2019_02_03_01_08_40_846.jpg,0.0,1.0,0.0,30.19041
IMG\center_2019_02_03_01_08_40_961.jpg,IMG\left_2019_02_03_01_08_40_961.jpg,IMG\right_2019_02_03_01_08_40_961.jpg,0.0,1.0,0.0,30.19032
IMG\center_2019_02_03_01_08_41_066.jpg,IMG\left_2019_02_03_01_08_41_066.jpg,IMG\right_2019_02_03_01_08_41_066.jpg,0.0,1.0,0.0,30.19028
IMG\center_2019_02_03_01_08_41_196.jpg,IMG\left_2019_02_03_01_08_41_196.jpg,IMG\right_2019_02_03_01_08_41_196.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_41_316.jpg,IMG\left_2019_02_03_01_08_41_316.jpg,IMG\right_2019_02_03_01_08_41_316.jpg,0.0,1.0,0.0,30.19031
IMG\center_2019_02_03_01_08_41_436.jpg,IMG\left_2019_02_03_01_08_41_436.jpg,IMG\right_2019_02_03_01_08_41_436.jpg,-0.1501047,1.0,0.0,30.18879
IMG\center_2019_02_03_01_08_41_553.jpg,IMG\left_2019_02_03_01_08_41_553.jpg,IMG\right_2019_02_03_01_08_41_553.jpg,0.0,1.0,0.0,30.19
IMG\center_2019_02_03_01_08_41_671.jpg,IMG\left_2019_02_03_01_08_41_671.jpg,IMG\right_2019_02_03_01_08_41_671.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_41_785.jpg,IMG\left_2019_02_03_01_08_41_785.jpg,IMG\right_2019_02_03_01_08_41_785.jpg,0.0,1.0,0.0,30.19031
IMG\center_2019_02_03_01_08_41_904.jpg,IMG\left_2019_02_03_01_08_41_904.jpg,IMG\right_2019_02_03_01_08_41_904.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_42_011.jpg,IMG\left_2019_02_03_01_08_42_011.jpg,IMG\right_2019_02_03_01_08_42_011.jpg,0.0,1.0,0.0,30.19031
IMG\center_2019_02_03_01_08_42_140.jpg,IMG\left_2019_02_03_01_08_42_140.jpg,IMG\right_2019_02_03_01_08_42_140.jpg,-0.3869839000000001,1.0,0.0,30.15101
IMG\center_2019_02_03_01_08_42_251.jpg,IMG\left_2019_02_03_01_08_42_251.jpg,IMG\right_2019_02_03_01_08_42_251.jpg,-0.05597724,1.0,0.0,30.18978
IMG\center_2019_02_03_01_08_42_371.jpg,IMG\left_2019_02_03_01_08_42_371.jpg,IMG\right_2019_02_03_01_08_42_371.jpg,0.0,1.0,0.0,30.18985
IMG\center_2019_02_03_01_08_42_486.jpg,IMG\left_2019_02_03_01_08_42_486.jpg,IMG\right_2019_02_03_01_08_42_486.jpg,0.0,1.0,0.0,30.19026
IMG\center_2019_02_03_01_08_42_607.jpg,IMG\left_2019_02_03_01_08_42_607.jpg,IMG\right_2019_02_03_01_08_42_607.jpg,0.0,1.0,0.0,30.1903
IMG\center_2019_02_03_01_08_42_725.jpg,IMG\left_2019_02_03_01_08_42_725.jpg,IMG\right_2019_02_03_01_08_42_725.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_42_841.jpg,IMG\left_2019_02_03_01_08_42_841.jpg,IMG\right_2019_02_03_01_08_42_841.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_42_947.jpg,IMG\left_2019_02_03_01_08_42_947.jpg,IMG\right_2019_02_03_01_08_42_947.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_43_071.jpg,IMG\left_2019_02_03_01_08_43_071.jpg,IMG\right_2019_02_03_01_08_43_071.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_43_185.jpg,IMG\left_2019_02_03_01_08_43_185.jpg,IMG\right_2019_02_03_01_08_43_185.jpg,0.0,1.0,0.0,30.19031
IMG\center_2019_02_03_01_08_43_301.jpg,IMG\left_2019_02_03_01_08_43_301.jpg,IMG\right_2019_02_03_01_08_43_301.jpg,0.0,1.0,0.0,30.19029
IMG\center_2019_02_03_01_08_43_415.jpg,IMG\left_2019_02_03_01_08_43_415.jpg,IMG\right_2019_02_03_01_08_43_415.jpg,0.0,1.0,0.0,30.19031
